FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.269805,269805,"LINESTRING (16.363140518876047 48.21332073590461, 16.3626837878023 48.21375998081621)","N41, N43",10,Nachtautobus Woend,
OEFFLINIENOGD.269806,269806,"LINESTRING (16.362746063552976 48.21345203885492, 16.362858496271027 48.21334085667453, 16.362952543156773 48.21332356780623, 16.363140518876047 48.21332073590461)","N41, N43",10,Nachtautobus Woend,
OEFFLINIENOGD.269807,269807,"LINESTRING (16.3297544158316 48.1731451175198, 16.327953607525334 48.17235680222668, 16.32753563547632 48.17226159318318)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269808,269808,"LINESTRING (16.343173798572373 48.17028889766154, 16.34169365162452 48.17050096746923, 16.339079116976396 48.170831216467434, 16.33747768514029 48.171046594902506)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269809,269809,"LINESTRING (16.33107357269262 48.17163636680408, 16.33094629557174 48.171649082122364, 16.330079190226922 48.17177396264324, 16.328531720313435 48.17205940727381, 16.32753563547632 48.17226159318318)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269810,269810,"LINESTRING (16.33747768514029 48.171046594902506, 16.337353861070174 48.17106324733882, 16.334717039167444 48.171289294738585, 16.332816296597574 48.17146686295148)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269811,269811,"LINESTRING (16.32628354807006 48.17329397022817, 16.32777996946513 48.17370119356147, 16.327824766227526 48.173713513996276)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269812,269812,"LINESTRING (16.327824766227526 48.173713513996276, 16.329629772680263 48.174209925897564, 16.329751387530052 48.1742429362281)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269813,269813,"LINESTRING (16.329825521280444 48.17407546758093, 16.32986193232643 48.17399321619264, 16.329903211887437 48.17388852144127, 16.329950192227926 48.173704828261265, 16.329994496474217 48.173510975211116, 16.329932269752145 48.17327897326348, 16.3297544158316 48.1731451175198)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269814,269814,"LINESTRING (16.2935484703554 48.25201296431626, 16.295199075224257 48.25190133635708, 16.296142355959088 48.2518355739791, 16.296899503624896 48.251782297649655, 16.297447339279163 48.251720023107325, 16.297981861479435 48.25159230646412, 16.298431778719003 48.25144373958087, 16.29861885683453 48.25140216066546, 16.29928246760613 48.251354786162445, 16.299954970805143 48.25132525663923, 16.300289023980444 48.25126884917247, 16.300792359980743 48.25114111063047, 16.301554007836714 48.25099560093122, 16.30221757193275 48.2510047215475, 16.303420074944263 48.250912866694776, 16.303976788380325 48.250868408675565, 16.307579914041433 48.25040536875129)",N35,10,Nachtautobus Woend,
OEFFLINIENOGD.269815,269815,"LINESTRING (16.36127088314153 48.20276416617352, 16.358071753607227 48.205137728119084)",N46,10,Nachtautobus Woend,
OEFFLINIENOGD.269816,269816,"LINESTRING (16.290621406885432 48.20665902797994, 16.29092174895326 48.206731291010996, 16.29242365957077 48.20707451448468, 16.295641293666637 48.2075563444491, 16.30304492693041 48.20866278330769, 16.303379550769534 48.20866763743351, 16.304578626671955 48.20847875812516, 16.30479787527634 48.20854163662761)",N46,10,Nachtautobus Woend,
OEFFLINIENOGD.269817,269817,"LINESTRING (16.336753173139453 48.204189575936375, 16.333679733152454 48.20403706771709, 16.328282456302933 48.20486963730358, 16.323522297558494 48.20556691083764)",N46,10,Nachtautobus Woend,
OEFFLINIENOGD.269818,269818,"LINESTRING (16.220565502227046 48.20729791384329, 16.22153063876866 48.207213784264226, 16.221850989260382 48.207226000280855)",N49,10,Nachtautobus Woend,
OEFFLINIENOGD.269819,269819,"LINESTRING (16.219449927978747 48.206133518823925, 16.21951892013423 48.2074140153793)",N49,10,Nachtautobus Woend,
OEFFLINIENOGD.270300,270300,"LINESTRING (16.37500094194625 48.21328476086358, 16.37491314359388 48.21327298782153, 16.374770703996063 48.213253886534154, 16.374714912394708 48.2132377840389, 16.374696713578906 48.21323253181373, 16.3746800073327 48.213227709860114, 16.374638948984057 48.213215859773705, 16.37444838477509 48.2130898116261, 16.3743644688403 48.21304367560462, 16.374226540065177 48.212967843856866, 16.374201758050976 48.21295421925465, 16.374141787245552 48.21292124749669, 16.374018922612237 48.21272669740919, 16.372856452597446 48.212903722896684, 16.372787305676173 48.21299478595254, 16.373212975474917 48.21345930893649, 16.37395935930874 48.213929687731486, 16.373974730434806 48.21393937465661, 16.373987681064058 48.213947536228744, 16.374184685950972 48.21407168901942, 16.37422810445398 48.21409905087357, 16.374236547209527 48.21410150232291, 16.374283129754197 48.214115027952, 16.375747351782156 48.214540163409, 16.375817320342634 48.21456047832241)",VAL2,10,Nachtautobus Woend,
OEFFLINIENOGD.270301,270301,"LINESTRING (16.262256466160245 48.19792638988161, 16.262243487105454 48.197907307783716, 16.262146366661618 48.197764515450906, 16.262068091062552 48.197747808674436, 16.26089318032046 48.198025444002305, 16.26073298122995 48.19805151296476, 16.260473453452292 48.19808160020691, 16.260426844465677 48.19808700323761)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270302,270302,"LINESTRING (16.262256466160245 48.19792638988161, 16.26223075181282 48.19793292942469, 16.261295149638574 48.19817085361786, 16.261031687259415 48.198230168477195, 16.260835935129126 48.19823004043552, 16.260611779490215 48.19818230389442, 16.260426844465677 48.19808700323761)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270303,270303,"LINESTRING (16.260426844465677 48.19808700323761, 16.260266786814874 48.198017893517715, 16.2600568157704 48.19800585761186, 16.259598621355618 48.19809909395525, 16.2590777583594 48.19820508026373, 16.258852042830107 48.19825207130473, 16.258622046512723 48.19829995294388, 16.257973957292993 48.198513665615145, 16.25768049248147 48.19861201631142, 16.257339119705 48.198726421432546, 16.25727956551666 48.198746379759, 16.2568949509563 48.19889126254513, 16.255303831208305 48.19970009734421, 16.255206547644995 48.19974954925298, 16.256289855396926 48.200745873866175, 16.256295271893947 48.200750729476916, 16.25646428135789 48.200902235203664, 16.256491744197348 48.20092685342067, 16.256496224329986 48.200932645467965, 16.256640367785664 48.20111900676089, 16.25689243741092 48.20144490215142, 16.256919338036784 48.20149682063005, 16.257139109439308 48.20192097752468, 16.257147243081267 48.20193667450256, 16.257100673649507 48.20194796947319, 16.257015262211695 48.201968685090634, 16.256178722812326 48.20217157191545, 16.256078645096675 48.20221078290581, 16.255893795852845 48.2022832078301, 16.2556486230177 48.202375536327764, 16.255591065734734 48.20239721107389, 16.25517426120444 48.20262058715126, 16.25513635754216 48.20268793953149, 16.255127007071895 48.202704556929056, 16.25511001135936 48.20273475680915, 16.255106589611437 48.202736874101916, 16.255077413840738 48.20275493082719, 16.25479593919228 48.20292912694687, 16.253991792919802 48.20342678011812, 16.253581487843103 48.203680695131226, 16.253285822969765 48.20382087124347, 16.25308919822272 48.20387051769582, 16.252947529490367 48.20390628746694, 16.252767230021817 48.20392505973597, 16.252402829480705 48.20396299905704, 16.25196497252169 48.203984094911256)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270304,270304,"LINESTRING (16.25196497252169 48.203984094911256, 16.2519344624763 48.20398526777091, 16.251703256376953 48.203994153493234, 16.251083953370028 48.203946343183866, 16.24978517156375 48.20382668153631, 16.249780723249007 48.2038262717014, 16.2489583861771 48.203750498294255, 16.248397226850898 48.203698787540844, 16.24606159721624 48.20349698191146, 16.24566028055097 48.20346230187437, 16.245563492820136 48.2034539375079, 16.24546700777132 48.203445599379016, 16.245289514640366 48.203430260710554, 16.245237878436992 48.203425797927224)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270305,270305,"LINESTRING (16.245237878436992 48.203425797927224, 16.245202080905464 48.20342348713816, 16.244409322172228 48.203372315446074, 16.24359161041045 48.20339826032554, 16.243222379297645 48.203434253803835, 16.24239861643125 48.20351455207529, 16.24213907789865 48.20353984947263, 16.240612953548396 48.203822485387704, 16.24014364126502 48.20390939717237, 16.239437717502003 48.20405956899465, 16.239082111427134 48.20417652936276, 16.238746956089056 48.20432091731244, 16.23850070036013 48.20443644499982, 16.23845967462201 48.204448885558506, 16.23781458647858 48.204644491486384, 16.23755896225262 48.204708050768154, 16.23745446995683 48.2047340315956, 16.2370602859369 48.20476871851066, 16.236555193867513 48.20474119634286, 16.236502078209373 48.20473830217044, 16.236366485001184 48.20473091266286, 16.236208352834513 48.204722295617486, 16.235914452348865 48.2047326994714, 16.23584975573021 48.2047478308192, 16.235661464082717 48.20479186993519, 16.23506459978418 48.205077263054825, 16.23377329957163 48.20572828422117, 16.233549163636816 48.20588113116433, 16.233373356618422 48.20607437707265, 16.233034832704558 48.20648399328998, 16.232866195185846 48.20668804299669, 16.23222575448785 48.20746295164782, 16.2320546467659 48.20758081764149, 16.23186080114431 48.20767582087172, 16.23148470253244 48.20776685029699, 16.229599279795316 48.20784126160293, 16.228965635226704 48.20784067270842, 16.22843186455304 48.20774594653345, 16.228051744615236 48.20771418098704, 16.227547612116023 48.207745114786825, 16.22741938746467 48.20777925868978)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270306,270306,"LINESTRING (16.22741938746467 48.20777925868978, 16.22710807077362 48.207854544735746, 16.22506188508972 48.20869331482427, 16.224025362038393 48.20900985942677)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270307,270307,"LINESTRING (16.224025362038393 48.20900985942677, 16.223990879058828 48.20902221036195, 16.223199155583526 48.20930577854946, 16.222727808792172 48.20937559210924, 16.22175807363308 48.20941627729506, 16.221181529345767 48.20950940535481, 16.21991139126459 48.20979184202805, 16.219062033306145 48.209978387303664, 16.21855942596373 48.210089797733865, 16.218404898449286 48.21011634047338, 16.21810751837562 48.21016742103496, 16.21809534807584 48.21016754883492, 16.21765577887847 48.210172162581664, 16.217250884065287 48.21012749528853, 16.215842290168677 48.209652306891435, 16.215367428094606 48.20955550337646, 16.214897972543934 48.20951173392345, 16.21444511103409 48.20952838758066, 16.21325363657349 48.209367219956164)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270308,270308,"LINESTRING (16.21325363657349 48.209367219956164, 16.212587557555334 48.20921304670431, 16.209272974407874 48.208108439207166, 16.208774004836407 48.20777381088968, 16.207917129082674 48.207073296260276, 16.207124510101096 48.20631003049103, 16.20668535397354 48.20598402614628, 16.20638674771755 48.20582283759489, 16.20575516205145 48.205582273730755, 16.204998177510003 48.205383441285136, 16.20418985123334 48.20521880913409, 16.203301737123258 48.20507692193602)",453,10,Nachtautobus Woend,
OEFFLINIENOGD.270309,270309,"LINESTRING (16.41864692842481 48.19101974702284, 16.415861921274256 48.192662950942456, 16.415515330599675 48.1928674336788, 16.41501667621566 48.19320557398056, 16.414813119555 48.19332813311255, 16.413701120560503 48.19399764166689, 16.41248437283282 48.19472382415517, 16.412438849569213 48.1947509923866, 16.411745553524415 48.195218420931816, 16.41132347876385 48.195593464089164, 16.410919089921 48.19589710942734, 16.410501392984333 48.19623050617606, 16.410271200206378 48.19644822469449, 16.41012376425553 48.19658766901775, 16.409683986399294 48.197043024374636, 16.409017689253847 48.19776621184393, 16.408426931236445 48.198435809349114, 16.407356523224 48.19972436267386, 16.407352908316504 48.19972900092537, 16.40714778809733 48.19999218169585, 16.406963829478904 48.20020982890381, 16.40693902210256 48.200239179212126, 16.406690174914967 48.200459432587856, 16.406312342379444 48.200709508443936, 16.40586778028143 48.20096854572857, 16.405343076947464 48.20118896315774, 16.40464480651701 48.20137676347609, 16.40359509005918 48.201600459550356, 16.402060507534422 48.20190770511666, 16.400525871741728 48.20218816276157, 16.39986754389666 48.20231939999324, 16.399427226683525 48.202450513631206, 16.39895582047803 48.202629232043236, 16.398457784730564 48.20286447460696, 16.398071005956933 48.2031234502991, 16.397599809492068 48.203486571851606, 16.39720428636971 48.20388236773611, 16.396879922547765 48.20425730533432, 16.39679940067993 48.20438214685659, 16.396724476933592 48.20449830780552, 16.396573667909394 48.2048999212325, 16.3965409264041 48.20503187625225, 16.396498271952616 48.20520378706874, 16.396423096048142 48.20550676329401, 16.396389246935346 48.2056815050013, 16.396357142762596 48.20584724446131, 16.39635180831413 48.20587478091017, 16.396347934185798 48.205894782070835, 16.396259451552908 48.20635155823349, 16.396149192647158 48.20705191539658, 16.396080202292932 48.2074160087021, 16.39603415978929 48.2077637636953, 16.396028172864902 48.20780897663563, 16.396027271291754 48.20781578587288, 16.39598505259559 48.20795982889516, 16.395899625486756 48.20825129325031, 16.39563334525281 48.208861763423826, 16.395308295919232 48.209450847628716, 16.394967230639633 48.21005064637533, 16.39463889137828 48.21055130624484, 16.394466145122827 48.210814709105136, 16.394103520781023 48.211253902651535, 16.393906207832337 48.211493137864466, 16.393860831638253 48.21154022754832, 16.393856952958025 48.2115442512616, 16.39364023922206 48.21176914527244, 16.393413556941397 48.21201315261467, 16.39318239304174 48.21223039342211, 16.39287111380321 48.21243875025583, 16.39255086254842 48.21258465007767, 16.392360043380574 48.2126336756336, 16.392226091479845 48.21266808974605, 16.3916343454125 48.212784375898195, 16.3912464170714 48.2128561682793, 16.39118156291364 48.21286817021668, 16.39103813917053 48.21289471212195, 16.390486400880285 48.21297528098463, 16.39005922855048 48.213020096575015, 16.389632028934095 48.21303814229327, 16.38940950029789 48.21302039949838, 16.38855159332561 48.21295193282653, 16.38799077251197 48.21285581859069, 16.387542086283553 48.21274894510982, 16.387141449773438 48.212627770942156, 16.38680484576867 48.212453029672254, 16.38662282987098 48.212223104714546, 16.38644811216463 48.21194478467908, 16.386266407998566 48.21173987992227, 16.38593514721705 48.21162140159683, 16.385461521207 48.21147883850351, 16.385190811416248 48.211326668628566, 16.38488907823242 48.21124257012895, 16.383146377998877 48.21136890332059, 16.383059478922046 48.21137376907937, 16.38288190670711 48.211383710577245, 16.382535780686638 48.211403089986995, 16.38248278034724 48.21140605664477, 16.38189678121722 48.211438862129604, 16.38162283849597 48.21145419726198, 16.38147679798398 48.21146237223041, 16.38027353599958 48.211503291992855, 16.37958647553217 48.211539245104454, 16.378762675254833 48.2116702240341, 16.378746412579748 48.21167280931718, 16.378219269181876 48.21177545060312, 16.37802757134511 48.2118127759094, 16.376924023984753 48.21213270615078, 16.376701917135115 48.212232985331696, 16.376685075517702 48.21224058874048, 16.376676378295482 48.21224451554706, 16.376564752166278 48.21229491235851, 16.37619415652899 48.21246222953049, 16.37595394445272 48.212586045209754, 16.3759206221835 48.21260751275481, 16.37564511425731 48.21278500609419, 16.37541027447712 48.21295402766388, 16.37519323191583 48.213120663998865, 16.37500094194625 48.21328476086358)",VAL2,10,Nachtautobus Woend,
OEFFLINIENOGD.270681,270681,"LINESTRING (16.45920401623996 48.2541352073193, 16.456674784285333 48.254920127743176, 16.454142324367773 48.2556901246587, 16.450015091845597 48.25700284028794)",27A,2,Autobus,
OEFFLINIENOGD.270682,270682,"LINESTRING (16.44899668511429 48.257308412524104, 16.450015091845597 48.25700284028794)","25A, 27A",2,Autobus,
OEFFLINIENOGD.270683,270683,"LINESTRING (16.44899668511429 48.257308412524104, 16.44793497993549 48.25765440423976, 16.44941340071157 48.25982677960332, 16.447980784116254 48.26113033013858, 16.447233989835702 48.261841911285316, 16.447038484164587 48.26206814700946, 16.44689215037685 48.26237464105032)",27A,2,Autobus,
OEFFLINIENOGD.270684,270684,"LINESTRING (16.44689215037685 48.26237464105032, 16.447484297399637 48.26223725118375, 16.44788501768951 48.26215358240212, 16.44820561562227 48.26209675841216, 16.448579724117668 48.26206665018445)",27A,2,Autobus,
OEFFLINIENOGD.270685,270685,"LINESTRING (16.448579724117668 48.26206665018445, 16.448908901680056 48.26186110172951, 16.45039094025826 48.261282624566796, 16.45153464080381 48.26088933035401)",27A,2,Autobus,
OEFFLINIENOGD.270686,270686,"LINESTRING (16.44689215037685 48.26237464105032, 16.446216673384424 48.262603566963165, 16.445660217800093 48.26277065929972, 16.445036889473727 48.2629140173537)",27A,2,Autobus,
OEFFLINIENOGD.270687,270687,"LINESTRING (16.445036889473727 48.2629140173537, 16.444787870831057 48.263119479867754, 16.44443630855999 48.26328339754876, 16.44379973166069 48.263486247347686, 16.44335899729651 48.26361455412976, 16.442878043741427 48.263683410576476, 16.442526212230806 48.26372240262229, 16.442116370542294 48.26371385810454, 16.44172876586746 48.26368744573256, 16.44136339247287 48.26364019170678, 16.440909008658736 48.26353952379718)",27A,2,Autobus,
OEFFLINIENOGD.270688,270688,"LINESTRING (16.436631490898975 48.26306741162602, 16.437139091183624 48.26295691788038, 16.437437444560064 48.26290609241866, 16.437793812402006 48.262908751941076, 16.438114566939827 48.262923338967866, 16.438765124455557 48.263020912141755, 16.439081473619584 48.26305929533941, 16.439669557186857 48.26310040734876, 16.440235372991115 48.2631445114411, 16.440658713075333 48.26322145847301, 16.440995551159478 48.26329083599916)","27A, 29A",2,Autobus,
OEFFLINIENOGD.270689,270689,"LINESTRING (16.438192601319862 48.25960692693722, 16.43801410675353 48.25944349819787, 16.437457064988106 48.2593101472783, 16.43684216811242 48.25920063839573, 16.436138340830496 48.25916853562164, 16.435670660719342 48.25917488947599, 16.43540788111236 48.25918403964126, 16.43455924761339 48.25796828034827, 16.434358449317877 48.257778096888806, 16.433501028943837 48.256601003028145, 16.432599071394915 48.25540311987619, 16.432076426881604 48.25457967511991, 16.43192447563203 48.25430021741233, 16.43178595955676 48.254059414359354, 16.431486855627973 48.25368192623275, 16.43128578065097 48.25332815030154, 16.43097293852992 48.252742471722506, 16.430794118908512 48.2523767794759, 16.43031558901065 48.25129155143725)",27A,2,Autobus,
OEFFLINIENOGD.270690,270690,"LINESTRING (16.428014562930144 48.25197348795787, 16.42791260278329 48.25181531958314, 16.42790097477716 48.25129066113188, 16.427903537251897 48.250731489970256, 16.427764515027196 48.248396830962754, 16.42767402174234 48.24719766262569, 16.4276561302693 48.246754148604374, 16.4277451127454 48.246443922517855, 16.427824924761396 48.24625112376823, 16.427968820429047 48.246036858375746, 16.428187539295607 48.245829671687964, 16.428465037182992 48.24562243829054, 16.428892100487534 48.24538652856488, 16.42982090307128 48.24484683145315, 16.430674408717593 48.24431039568371, 16.430983849420727 48.244049590874006, 16.43133071048438 48.24379946240527, 16.432371763503458 48.24330961936859, 16.432586135478857 48.24339546207, 16.432816189866465 48.243548743524194, 16.433602716223692 48.24409773183746, 16.433950572057658 48.24437583153302, 16.43411134765171 48.24462196704807, 16.43417581767501 48.2448039400234, 16.434138971107085 48.245096643146134, 16.434161061502174 48.24547138649829, 16.43422846904773 48.24718809920478, 16.434345205967304 48.24954721876339, 16.434406506547568 48.25086061939373)",27A,2,Autobus,
OEFFLINIENOGD.270691,270691,"LINESTRING (16.434406506547568 48.25086061939373, 16.432317316084564 48.25106582820352, 16.43122198858213 48.25119166042364, 16.43031558901065 48.25129155143725)",27A,2,Autobus,
OEFFLINIENOGD.270692,270692,"LINESTRING (16.447969059394335 48.27028892295842, 16.447892216092733 48.27100758689871, 16.447850358889305 48.27142640850948, 16.44859190168197 48.27151134519286, 16.449476058452216 48.27161517235691, 16.450181636601886 48.271552609258706, 16.45160712047048 48.27146076800909)",29A,2,Autobus,
OEFFLINIENOGD.270693,270693,"LINESTRING (16.399625761709096 48.25773447445797, 16.399990593587823 48.25754680496945, 16.400297753124523 48.25740981589634, 16.40132159361516 48.256945249562065)","28A, 29A, 33A",2,Autobus,
OEFFLINIENOGD.270694,270694,"LINESTRING (16.399625761709096 48.25773447445797, 16.39887979411932 48.25671648330681, 16.398583614037662 48.25635972823068)","28A, 29A, 34A",2,Autobus,
OEFFLINIENOGD.270695,270695,"LINESTRING (16.398583614037662 48.25635972823068, 16.400188770334974 48.25574129404276, 16.40033127725183 48.25572634260131, 16.40045167431735 48.25583929937398, 16.40132159361516 48.256945249562065)","28A, 29A, 33A",2,Autobus,
OEFFLINIENOGD.270696,270696,"LINESTRING (16.45160712047048 48.27146076800909, 16.45147034824049 48.27044340983778)",29A,2,Autobus,
OEFFLINIENOGD.270697,270697,"LINESTRING (16.451229752694736 48.268482092872624, 16.450552633596217 48.268501804362685, 16.44976845817577 48.26845975218983, 16.448257143612892 48.268380335365144)",29A,2,Autobus,
OEFFLINIENOGD.270698,270698,"LINESTRING (16.447969059394335 48.27028892295842, 16.446906816235042 48.27022808563166, 16.445480830158502 48.2700724080224, 16.44388542392124 48.26987157683446)",28A,2,Autobus,
OEFFLINIENOGD.270699,270699,"LINESTRING (16.453125213380783 48.270346062969516, 16.453537728025147 48.273053439191735, 16.45384175410163 48.27506612999818, 16.454232408777447 48.27753558051436, 16.454175583516896 48.277626057412974, 16.454047332074925 48.27765950127774, 16.453876185879384 48.277640640917255, 16.45244243364454 48.277304220630505, 16.450331162675397 48.27684948556521, 16.448505144169722 48.276418227302145, 16.448319798501448 48.27642316742561, 16.448155942783394 48.27647567428175, 16.447984948127786 48.27652342959112, 16.447828148701532 48.2765426177215, 16.447657018867872 48.27652850724313, 16.447400235109427 48.27646689055592, 16.443263415285557 48.2755475991516, 16.441337689654137 48.27511156068878, 16.442175397870184 48.273416634485145, 16.443374908608003 48.27091235703741, 16.44388542392124 48.26987157683446)",29A,2,Autobus,
OEFFLINIENOGD.270700,270700,"LINESTRING (16.44388542392124 48.26987157683446, 16.44176605084255 48.26960475222374, 16.43880002927743 48.26925528218928)","28A, 29A",2,Autobus,
OEFFLINIENOGD.270701,270701,"LINESTRING (16.440909008658736 48.26353952379718, 16.440748380713952 48.26350393582532, 16.43983480224117 48.26331143343849, 16.439157445688064 48.26318117330899, 16.43861830307308 48.26311027207751, 16.438030257045305 48.26308700063609, 16.437264052146595 48.2630757800307, 16.436631490898975 48.26306741162602)","27A, 29A",2,Autobus,
OEFFLINIENOGD.270702,270702,"LINESTRING (16.440995551159478 48.26329083599916, 16.441465175885966 48.26331292648565, 16.441928480449057 48.26332737220815, 16.442520935748867 48.26332682559973, 16.44308211751798 48.263281690987355, 16.443634257672617 48.26317410116924, 16.444083890908765 48.26304281093798, 16.444529067719795 48.262911523146165, 16.444836405036664 48.26289933600325, 16.445036889473727 48.2629140173537)",27A,2,Autobus,
OEFFLINIENOGD.270703,270703,"LINESTRING (16.43880002927743 48.26925528218928, 16.439672579727844 48.266042664479066)",29A,2,Autobus,
OEFFLINIENOGD.270704,270704,"LINESTRING (16.440995551159478 48.26329083599916, 16.440909008658736 48.26353952379718)",29A,2,Autobus,
OEFFLINIENOGD.270705,270705,"LINESTRING (16.436631490898975 48.26306741162602, 16.436315230692813 48.26307363565479, 16.436003378190566 48.26305606094915, 16.435756657854913 48.263031257861826)","27A, 29A",2,Autobus,
OEFFLINIENOGD.270706,270706,"LINESTRING (16.423697627876017 48.26214373899262, 16.422635307650587 48.26192087565559, 16.421259239333164 48.26159829896057, 16.41792249342694 48.26079647076169, 16.415669544184542 48.26026029747835, 16.41288194669095 48.25960070779296, 16.409552595462106 48.258803389811426, 16.4051540363925 48.25776391967487, 16.404355497959138 48.257488381389244, 16.40299085020625 48.256179895396045)","28A, 29A",2,Autobus,
OEFFLINIENOGD.270707,270707,"LINESTRING (16.43880002927743 48.26925528218928, 16.43527786369089 48.26880627947457, 16.435716354681013 48.270699931732565, 16.436449945045048 48.27402098496798, 16.43423195651631 48.27353273486294, 16.43250608267984 48.273148725765054, 16.4322060358325 48.27280633808868, 16.432112848006078 48.27253040177067, 16.43151559705661 48.26946570805378)",28A,2,Autobus,
OEFFLINIENOGD.269382,269382,"LINESTRING (16.36912867578107 48.16635464603304, 16.369520715085145 48.167038698805456, 16.370582067748593 48.16908949539933)",N66,11,Nachtautobus Wotag,
OEFFLINIENOGD.269383,269383,"LINESTRING (16.3543220076101 48.146166576675554, 16.355283482869723 48.14581054504118, 16.35662731021776 48.145420077934595, 16.361169305465445 48.14432543516122)","N66, N67",11,Nachtautobus Wotag,
OEFFLINIENOGD.269384,269384,"LINESTRING (16.3543220076101 48.146166576675554, 16.353571714863566 48.14479895849603, 16.35239997070444 48.14267454538006, 16.352287867991325 48.14232120722644, 16.352282427296863 48.14197856145766, 16.352340889755578 48.141343229713186, 16.352468635568666 48.14058296534802)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269385,269385,"LINESTRING (16.352286900555598 48.13923738962338, 16.354057179754616 48.13883737285619, 16.354153133525354 48.1387445574905, 16.352947236661315 48.136467568579455, 16.35281923981567 48.13639977120714, 16.351001046969138 48.136806914192455)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269386,269386,"LINESTRING (16.351001046969138 48.136806914192455, 16.352286900555598 48.13923738962338)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269387,269387,"LINESTRING (16.37876467227332 48.17522336112084, 16.380064353852937 48.17513593651249)","N6, N65, N67",11,Nachtautobus Wotag,
OEFFLINIENOGD.269388,269388,"LINESTRING (16.406684315800625 48.174757431887315, 16.40307185215062 48.174902361336876, 16.399512796155044 48.175100684774044, 16.398482934181615 48.175136940475205, 16.397581167428164 48.175194533327726, 16.39701405139254 48.17524862563827)",N6,11,Nachtautobus Wotag,
OEFFLINIENOGD.269389,269389,"LINESTRING (16.37306137481483 48.188129354106195, 16.373598881305735 48.187159545702606, 16.373713941489616 48.18635643756639, 16.37375764391371 48.18620872075752)",N66,11,Nachtautobus Wotag,
OEFFLINIENOGD.269390,269390,"LINESTRING (16.364887445585907 48.138350708553354, 16.362499774472475 48.13883922762738)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269391,269391,"LINESTRING (16.364887445585907 48.138350708553354, 16.36504734453128 48.13821503733642, 16.362613021729477 48.132940292428586, 16.35631299271101 48.13425735931226)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269392,269392,"LINESTRING (16.357018851247012 48.13579683460578, 16.357953689076666 48.13561106101522, 16.358042632142205 48.13578236710663, 16.35709357327327 48.13597290328119)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269393,269393,"LINESTRING (16.35709357327327 48.13597290328119, 16.358110897491876 48.138032400297405, 16.358843906377963 48.13958368530003)",N67,11,Nachtautobus Wotag,
OEFFLINIENOGD.269394,269394,"LINESTRING (16.461425716598594 48.148482895451124, 16.45848830588911 48.14962432298876, 16.453882276818096 48.15138877872458, 16.449420491632903 48.15258895392871)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269395,269395,"LINESTRING (16.45749284282498 48.16024740821997, 16.460949482587488 48.160129491896164, 16.464358120227526 48.16002223259674, 16.465787620584038 48.15993853645998, 16.467436356927283 48.16005801870458, 16.469335667812473 48.16011294088311, 16.470317230038383 48.160101091821204, 16.47075973267978 48.15999349750929)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269396,269396,"LINESTRING (16.416052719894353 48.186386366338965, 16.417005853686184 48.186071609425, 16.41774566011056 48.185871210585795, 16.417317991416226 48.185443209586325, 16.417175323335798 48.18522915743045, 16.417011121356204 48.18489614754321, 16.416890044418817 48.184834366247145, 16.416705144055193 48.184915397534134)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269397,269397,"LINESTRING (16.416705144055193 48.184915397534134, 16.416235809773067 48.18513939592308, 16.41586598340758 48.185287180206956, 16.41544630240895 48.185411203346455, 16.4151902104283 48.18547800448927)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269398,269398,"LINESTRING (16.449420491632903 48.15258895392871, 16.45037317498052 48.1540478245233, 16.45166337461253 48.15613096185087, 16.45220947983258 48.15701914872547, 16.452391382464963 48.15725453363824, 16.452669267180994 48.15747197467704, 16.453048596777396 48.157728573951864, 16.453524059106556 48.15803147296199, 16.45377523766769 48.15823109316479, 16.453887663355477 48.158405869852835, 16.45394158969156 48.158659229592416)",N71,11,Nachtautobus Wotag,
